timestamp,sensor_id,sensor_type,location,value,unit,status
2024-01-01T00:16:40,sensor_013,temperature,warehouse_south,57.94,�C,OK
2024-01-01T00:16:50,sensor_015,co2,factory_floor_b,1223.26,ppm,OK
2024-01-01T00:17:00,sensor_005,vibration,warehouse_north,13.97,mm/s,OK
2024-01-01T00:17:10,sensor_009,temperature,warehouse_north,19.18,�C,OK
2024-01-01T00:17:20,sensor_019,temperature,warehouse_south,30.71,�C,OK
2024-01-01T00:17:30,sensor_001,co2,factory_floor_a,1967.61,ppm,ERROR
2024-01-01T00:17:40,sensor_006,vibration,factory_floor_b,7.7,mm/s,OK
2024-01-01T00:17:50,sensor_002,co2,control_room,363.68,ppm,OK
2024-01-01T00:18:00,sensor_018,co2,factory_floor_b,756.46,ppm,OK
2024-01-01T00:18:10,sensor_018,co2,factory_floor_b,1241.03,ppm,OK
2024-01-01T00:18:20,sensor_007,humidity,warehouse_north,89.39,%,WARNING
2024-01-01T00:18:30,sensor_010,temperature,control_room,22.88,�C,OK
2024-01-01T00:18:40,sensor_017,humidity,factory_floor_b,65.99,%,OK
2024-01-01T00:18:50,sensor_010,temperature,control_room,17.47,�C,OK
2024-01-01T00:19:00,sensor_015,co2,factory_floor_b,615.66,ppm,OK
2024-01-01T00:19:10,sensor_020,co2,server_room_1,1466.65,ppm,WARNING
2024-01-01T00:19:20,sensor_009,temperature,warehouse_north,85.09,�C,ERROR
2024-01-01T00:19:30,sensor_020,co2,server_room_1,1363.15,ppm,WARNING
2024-01-01T00:19:40,sensor_001,co2,factory_floor_a,1038.98,ppm,OK
2024-01-01T00:19:50,sensor_006,vibration,factory_floor_b,16.02,mm/s,OK
2024-01-01T00:20:00,sensor_001,co2,factory_floor_a,1988.78,ppm,ERROR
2024-01-01T00:20:10,sensor_003,pressure,factory_floor_b,1023.79,hPa,WARNING
2024-01-01T00:20:20,sensor_005,vibration,warehouse_north,19.26,mm/s,ERROR
2024-01-01T00:20:30,sensor_007,humidity,warehouse_north,74.64,%,OK
2024-01-01T00:20:40,sensor_003,pressure,factory_floor_b,1043.82,hPa,ERROR
2024-01-01T00:20:50,sensor_006,vibration,factory_floor_b,23.46,mm/s,ERROR
2024-01-01T00:21:00,sensor_008,pressure,server_room_1,966.4,hPa,WARNING
2024-01-01T00:21:10,sensor_002,co2,control_room,634.91,ppm,OK
2024-01-01T00:21:20,sensor_016,co2,warehouse_south,1199.74,ppm,OK
2024-01-01T00:21:30,sensor_016,co2,warehouse_south,761.36,ppm,OK
2024-01-01T00:21:40,sensor_019,temperature,warehouse_south,27.88,�C,OK
2024-01-01T00:21:50,sensor_006,vibration,factory_floor_b,11.39,mm/s,OK
2024-01-01T00:22:00,sensor_009,temperature,warehouse_north,49.68,�C,OK
2024-01-01T00:22:10,sensor_001,co2,factory_floor_a,387.64,ppm,OK
2024-01-01T00:22:20,sensor_015,co2,factory_floor_b,721.8,ppm,OK
2024-01-01T00:22:30,sensor_016,co2,warehouse_south,1172.83,ppm,OK
2024-01-01T00:22:40,sensor_007,humidity,warehouse_north,37.78,%,OK
2024-01-01T00:22:50,sensor_005,vibration,warehouse_north,13.76,mm/s,OK
2024-01-01T00:23:00,sensor_011,humidity,factory_floor_a,26.06,%,WARNING
2024-01-01T00:23:10,sensor_008,pressure,server_room_1,1008.42,hPa,WARNING
2024-01-01T00:23:20,sensor_020,co2,server_room_1,1463.1,ppm,WARNING
2024-01-01T00:23:30,sensor_016,co2,warehouse_south,1733.31,ppm,ERROR
2024-01-01T00:23:40,sensor_008,pressure,server_room_1,974.36,hPa,WARNING
2024-01-01T00:23:50,sensor_002,co2,control_room,1276.59,ppm,OK
2024-01-01T00:24:00,sensor_006,vibration,factory_floor_b,5.72,mm/s,OK
2024-01-01T00:24:10,sensor_015,co2,factory_floor_b,596.01,ppm,OK
2024-01-01T00:24:20,sensor_003,pressure,factory_floor_b,1048.12,hPa,ERROR
2024-01-01T00:24:30,sensor_005,vibration,warehouse_north,0.72,mm/s,OK
2024-01-01T00:24:40,sensor_002,co2,control_room,1474.02,ppm,WARNING
2024-01-01T00:24:50,sensor_016,co2,warehouse_south,591.86,ppm,OK
2024-01-01T00:25:00,sensor_013,temperature,warehouse_south,29.98,�C,OK
2024-01-01T00:25:10,sensor_012,vibration,factory_floor_b,0.29,mm/s,OK
2024-01-01T00:25:20,sensor_010,temperature,control_room,53.49,�C,OK
2024-01-01T00:25:30,sensor_007,humidity,warehouse_north,78.53,%,OK
2024-01-01T00:25:40,sensor_002,co2,control_room,1187.68,ppm,OK
2024-01-01T00:25:50,sensor_014,pressure,factory_floor_b,1017.59,hPa,WARNING
2024-01-01T00:26:00,sensor_004,pressure,factory_floor_b,1006.41,hPa,WARNING
2024-01-01T00:26:10,sensor_009,temperature,warehouse_north,91.0,�C,ERROR
2024-01-01T00:26:20,sensor_019,temperature,warehouse_south,58.53,�C,OK
2024-01-01T00:26:30,sensor_018,co2,factory_floor_b,460.02,ppm,OK
2024-01-01T00:26:40,sensor_006,vibration,factory_floor_b,23.9,mm/s,ERROR
2024-01-01T00:26:50,sensor_010,temperature,control_room,44.5,�C,OK
2024-01-01T00:27:00,sensor_017,humidity,factory_floor_b,66.52,%,OK
2024-01-01T00:27:10,sensor_012,vibration,factory_floor_b,13.35,mm/s,OK
2024-01-01T00:27:20,sensor_012,vibration,factory_floor_b,22.85,mm/s,ERROR
2024-01-01T00:27:30,sensor_020,co2,server_room_1,378.86,ppm,OK
2024-01-01T00:27:40,sensor_015,co2,factory_floor_b,1515.4,ppm,ERROR
2024-01-01T00:27:50,sensor_008,pressure,server_room_1,1011.58,hPa,WARNING
2024-01-01T00:28:00,sensor_003,pressure,factory_floor_b,1025.82,hPa,WARNING
2024-01-01T00:28:10,sensor_003,pressure,factory_floor_b,985.38,hPa,WARNING
2024-01-01T00:28:20,sensor_009,temperature,warehouse_north,78.03,�C,WARNING
2024-01-01T00:28:30,sensor_019,temperature,warehouse_south,61.21,�C,OK
2024-01-01T00:28:40,sensor_005,vibration,warehouse_north,22.31,mm/s,ERROR
2024-01-01T00:28:50,sensor_011,humidity,factory_floor_a,58.22,%,OK
2024-01-01T00:29:00,sensor_007,humidity,warehouse_north,85.51,%,WARNING
2024-01-01T00:29:10,sensor_017,humidity,factory_floor_b,78.93,%,OK
2024-01-01T00:29:20,sensor_009,temperature,warehouse_north,66.89,�C,OK
2024-01-01T00:29:30,sensor_005,vibration,warehouse_north,7.05,mm/s,OK
2024-01-01T00:29:40,sensor_015,co2,factory_floor_b,1813.06,ppm,ERROR
2024-01-01T00:29:50,sensor_008,pressure,server_room_1,997.7,hPa,WARNING
2024-01-01T00:30:00,sensor_007,humidity,warehouse_north,96.46,%,ERROR
2024-01-01T00:30:10,sensor_015,co2,factory_floor_b,1844.16,ppm,ERROR
2024-01-01T00:30:20,sensor_018,co2,factory_floor_b,1678.12,ppm,ERROR
2024-01-01T00:30:30,sensor_020,co2,server_room_1,1325.24,ppm,OK
2024-01-01T00:30:40,sensor_007,humidity,warehouse_north,23.36,%,ERROR
2024-01-01T00:30:50,sensor_013,temperature,warehouse_south,40.52,�C,OK
2024-01-01T00:31:00,sensor_006,vibration,factory_floor_b,22.89,mm/s,ERROR
2024-01-01T00:31:10,sensor_018,co2,factory_floor_b,1016.79,ppm,OK
2024-01-01T00:31:20,sensor_003,pressure,factory_floor_b,1016.65,hPa,WARNING
2024-01-01T00:31:30,sensor_009,temperature,warehouse_north,69.9,�C,OK
2024-01-01T00:31:40,sensor_002,co2,control_room,1701.4,ppm,ERROR
2024-01-01T00:31:50,sensor_009,temperature,warehouse_north,94.44,�C,ERROR
2024-01-01T00:32:00,sensor_007,humidity,warehouse_north,54.62,%,OK
2024-01-01T00:32:10,sensor_002,co2,control_room,452.66,ppm,OK
2024-01-01T00:32:20,sensor_003,pressure,factory_floor_b,1011.05,hPa,WARNING
2024-01-01T00:32:30,sensor_004,pressure,factory_floor_b,1026.06,hPa,WARNING
2024-01-01T00:32:40,sensor_017,humidity,factory_floor_b,93.56,%,ERROR
2024-01-01T00:32:50,sensor_019,temperature,warehouse_south,71.67,�C,OK
2024-01-01T00:33:00,sensor_015,co2,factory_floor_b,1053.99,ppm,OK
2024-01-01T00:33:10,sensor_014,pressure,factory_floor_b,999.26,hPa,WARNING
2024-01-01T00:33:20,sensor_019,temperature,warehouse_south,71.04,�C,OK
2024-01-01T00:33:30,sensor_006,vibration,factory_floor_b,22.18,mm/s,ERROR
2024-01-01T00:33:40,sensor_008,pressure,server_room_1,957.76,hPa,ERROR
2024-01-01T00:33:50,sensor_009,temperature,warehouse_north,35.85,�C,OK
2024-01-01T00:34:00,sensor_006,vibration,factory_floor_b,12.86,mm/s,OK
2024-01-01T00:34:10,sensor_009,temperature,warehouse_north,17.39,�C,OK
2024-01-01T00:34:20,sensor_015,co2,factory_floor_b,778.97,ppm,OK
2024-01-01T00:34:30,sensor_014,pressure,factory_floor_b,1029.36,hPa,WARNING
2024-01-01T00:34:40,sensor_020,co2,server_room_1,635.7,ppm,OK
2024-01-01T00:34:50,sensor_001,co2,factory_floor_a,1631.01,ppm,ERROR
2024-01-01T00:35:00,sensor_016,co2,warehouse_south,1304.03,ppm,OK
2024-01-01T00:35:10,sensor_005,vibration,warehouse_north,11.08,mm/s,OK
2024-01-01T00:35:20,sensor_004,pressure,factory_floor_b,966.74,hPa,WARNING
2024-01-01T00:35:30,sensor_012,vibration,factory_floor_b,18.87,mm/s,ERROR
2024-01-01T00:35:40,sensor_005,vibration,warehouse_north,5.32,mm/s,OK
2024-01-01T00:35:50,sensor_013,temperature,warehouse_south,44.59,�C,OK
2024-01-01T00:36:00,sensor_012,vibration,factory_floor_b,3.26,mm/s,OK
2024-01-01T00:36:10,sensor_006,vibration,factory_floor_b,6.07,mm/s,OK
2024-01-01T00:36:20,sensor_001,co2,factory_floor_a,1167.46,ppm,OK
2024-01-01T00:36:30,sensor_017,humidity,factory_floor_b,63.8,%,OK
2024-01-01T00:36:40,sensor_007,humidity,warehouse_north,57.73,%,OK
2024-01-01T00:36:50,sensor_005,vibration,warehouse_north,18.41,mm/s,ERROR
2024-01-01T00:37:00,sensor_011,humidity,factory_floor_a,26.98,%,WARNING
2024-01-01T00:37:10,sensor_011,humidity,factory_floor_a,76.66,%,OK
2024-01-01T00:37:20,sensor_013,temperature,warehouse_south,46.44,�C,OK
2024-01-01T00:37:30,sensor_017,humidity,factory_floor_b,78.12,%,OK
2024-01-01T00:37:40,sensor_004,pressure,factory_floor_b,989.66,hPa,WARNING
2024-01-01T00:37:50,sensor_012,vibration,factory_floor_b,7.09,mm/s,OK
2024-01-01T00:38:00,sensor_010,temperature,control_room,38.74,�C,OK
2024-01-01T00:38:10,sensor_013,temperature,warehouse_south,41.25,�C,OK
2024-01-01T00:38:20,sensor_017,humidity,factory_floor_b,62.23,%,OK
2024-01-01T00:38:30,sensor_017,humidity,factory_floor_b,80.41,%,OK
2024-01-01T00:38:40,sensor_011,humidity,factory_floor_a,44.43,%,OK
2024-01-01T00:38:50,sensor_011,humidity,factory_floor_a,65.21,%,OK
2024-01-01T00:39:00,sensor_002,co2,control_room,1813.12,ppm,ERROR
2024-01-01T00:39:10,sensor_012,vibration,factory_floor_b,4.89,mm/s,OK
2024-01-01T00:39:20,sensor_009,temperature,warehouse_north,63.43,�C,OK
2024-01-01T00:39:30,sensor_015,co2,factory_floor_b,1556.62,ppm,ERROR
2024-01-01T00:39:40,sensor_020,co2,server_room_1,1779.66,ppm,ERROR
2024-01-01T00:39:50,sensor_002,co2,control_room,1128.05,ppm,OK
2024-01-01T00:40:00,sensor_004,pressure,factory_floor_b,959.26,hPa,ERROR
2024-01-01T00:40:10,sensor_002,co2,control_room,1527.09,ppm,ERROR
2024-01-01T00:40:20,sensor_006,vibration,factory_floor_b,0.08,mm/s,OK
2024-01-01T00:40:30,sensor_010,temperature,control_room,33.04,�C,OK
2024-01-01T00:40:40,sensor_012,vibration,factory_floor_b,21.7,mm/s,ERROR
2024-01-01T00:40:50,sensor_011,humidity,factory_floor_a,30.11,%,OK
2024-01-01T00:41:00,sensor_009,temperature,warehouse_north,79.61,�C,WARNING
2024-01-01T00:41:10,sensor_006,vibration,factory_floor_b,21.91,mm/s,ERROR
2024-01-01T00:41:20,sensor_012,vibration,factory_floor_b,17.64,mm/s,WARNING
2024-01-01T00:41:30,sensor_013,temperature,warehouse_south,27.6,�C,OK
2024-01-01T00:41:40,sensor_014,pressure,factory_floor_b,971.78,hPa,WARNING
2024-01-01T00:41:50,sensor_008,pressure,server_room_1,1045.32,hPa,ERROR
2024-01-01T00:42:00,sensor_006,vibration,factory_floor_b,3.44,mm/s,OK
2024-01-01T00:42:10,sensor_019,temperature,warehouse_south,80.43,�C,ERROR
2024-01-01T00:42:20,sensor_006,vibration,factory_floor_b,11.04,mm/s,OK
2024-01-01T00:42:30,sensor_006,vibration,factory_floor_b,23.37,mm/s,ERROR
2024-01-01T00:42:40,sensor_012,vibration,factory_floor_b,3.84,mm/s,OK
2024-01-01T00:42:50,sensor_019,temperature,warehouse_south,52.45,�C,OK
2024-01-01T00:43:00,sensor_014,pressure,factory_floor_b,996.24,hPa,WARNING
2024-01-01T00:43:10,sensor_005,vibration,warehouse_north,16.44,mm/s,WARNING
2024-01-01T00:43:20,sensor_004,pressure,factory_floor_b,993.3,hPa,WARNING
2024-01-01T00:43:30,sensor_020,co2,server_room_1,340.79,ppm,OK
2024-01-01T00:43:40,sensor_011,humidity,factory_floor_a,21.71,%,ERROR
2024-01-01T00:43:50,sensor_015,co2,factory_floor_b,510.16,ppm,OK
2024-01-01T00:44:00,sensor_007,humidity,warehouse_north,84.48,%,WARNING
2024-01-01T00:44:10,sensor_019,temperature,warehouse_south,49.87,�C,OK
2024-01-01T00:44:20,sensor_009,temperature,warehouse_north,33.8,�C,OK
2024-01-01T00:44:30,sensor_006,vibration,factory_floor_b,19.91,mm/s,ERROR
2024-01-01T00:44:40,sensor_005,vibration,warehouse_north,15.75,mm/s,OK
2024-01-01T00:44:50,sensor_005,vibration,warehouse_north,21.18,mm/s,ERROR
2024-01-01T00:45:00,sensor_008,pressure,server_room_1,954.47,hPa,ERROR
2024-01-01T00:45:10,sensor_013,temperature,warehouse_south,82.3,�C,ERROR
2024-01-01T00:45:20,sensor_007,humidity,warehouse_north,96.9,%,ERROR
2024-01-01T00:45:30,sensor_003,pressure,factory_floor_b,952.64,hPa,ERROR
2024-01-01T00:45:40,sensor_012,vibration,factory_floor_b,12.47,mm/s,OK
2024-01-01T00:45:50,sensor_005,vibration,warehouse_north,8.28,mm/s,OK
2024-01-01T00:46:00,sensor_019,temperature,warehouse_south,77.23,�C,WARNING
2024-01-01T00:46:10,sensor_001,co2,factory_floor_a,726.09,ppm,OK
2024-01-01T00:46:20,sensor_012,vibration,factory_floor_b,24.5,mm/s,ERROR
2024-01-01T00:46:30,sensor_010,temperature,control_room,80.85,�C,ERROR
2024-01-01T00:46:40,sensor_012,vibration,factory_floor_b,6.15,mm/s,OK
2024-01-01T00:46:50,sensor_017,humidity,factory_floor_b,76.46,%,OK
2024-01-01T00:47:00,sensor_017,humidity,factory_floor_b,36.74,%,OK
2024-01-01T00:47:10,sensor_005,vibration,warehouse_north,6.12,mm/s,OK
2024-01-01T00:47:20,sensor_008,pressure,server_room_1,988.35,hPa,WARNING
2024-01-01T00:47:30,sensor_018,co2,factory_floor_b,1931.89,ppm,ERROR
2024-01-01T00:47:40,sensor_006,vibration,factory_floor_b,23.66,mm/s,ERROR
2024-01-01T00:47:50,sensor_019,temperature,warehouse_south,38.75,�C,OK
2024-01-01T00:48:00,sensor_016,co2,warehouse_south,1148.78,ppm,OK
2024-01-01T00:48:10,sensor_020,co2,server_room_1,1018.59,ppm,OK
2024-01-01T00:48:20,sensor_005,vibration,warehouse_north,13.75,mm/s,OK
2024-01-01T00:48:30,sensor_019,temperature,warehouse_south,76.99,�C,WARNING
2024-01-01T00:48:40,sensor_003,pressure,factory_floor_b,1048.58,hPa,ERROR
2024-01-01T00:48:50,sensor_015,co2,factory_floor_b,1529.4,ppm,ERROR
2024-01-01T00:49:00,sensor_012,vibration,factory_floor_b,21.54,mm/s,ERROR
2024-01-01T00:49:10,sensor_019,temperature,warehouse_south,81.44,�C,ERROR
2024-01-01T00:49:20,sensor_007,humidity,warehouse_north,31.54,%,OK
2024-01-01T00:49:30,sensor_015,co2,factory_floor_b,1817.17,ppm,ERROR
2024-01-01T00:49:40,sensor_003,pressure,factory_floor_b,962.89,hPa,WARNING
2024-01-01T00:49:50,sensor_016,co2,warehouse_south,1473.31,ppm,WARNING
2024-01-01T00:50:00,sensor_014,pressure,factory_floor_b,962.79,hPa,WARNING
2024-01-01T00:50:10,sensor_019,temperature,warehouse_south,62.22,�C,OK
2024-01-01T00:50:20,sensor_016,co2,warehouse_south,426.82,ppm,OK
2024-01-01T00:50:30,sensor_018,co2,factory_floor_b,805.53,ppm,OK
2024-01-01T00:50:40,sensor_006,vibration,factory_floor_b,5.65,mm/s,OK
2024-01-01T00:50:50,sensor_015,co2,factory_floor_b,995.61,ppm,OK
2024-01-01T00:51:00,sensor_015,co2,factory_floor_b,1959.48,ppm,ERROR
2024-01-01T00:51:10,sensor_002,co2,control_room,1259.56,ppm,OK
2024-01-01T00:51:20,sensor_003,pressure,factory_floor_b,1026.48,hPa,WARNING
2024-01-01T00:51:30,sensor_012,vibration,factory_floor_b,9.41,mm/s,OK
2024-01-01T00:51:40,sensor_009,temperature,warehouse_north,53.17,�C,OK
2024-01-01T00:51:50,sensor_012,vibration,factory_floor_b,5.64,mm/s,OK
2024-01-01T00:52:00,sensor_004,pressure,factory_floor_b,1018.46,hPa,WARNING
2024-01-01T00:52:10,sensor_015,co2,factory_floor_b,1183.95,ppm,OK
2024-01-01T00:52:20,sensor_006,vibration,factory_floor_b,17.93,mm/s,WARNING
2024-01-01T00:52:30,sensor_010,temperature,control_room,24.42,�C,OK
2024-01-01T00:52:40,sensor_016,co2,warehouse_south,1895.16,ppm,ERROR
2024-01-01T00:52:50,sensor_008,pressure,server_room_1,950.42,hPa,ERROR
2024-01-01T00:53:00,sensor_012,vibration,factory_floor_b,8.93,mm/s,OK
2024-01-01T00:53:10,sensor_001,co2,factory_floor_a,1768.22,ppm,ERROR
2024-01-01T00:53:20,sensor_012,vibration,factory_floor_b,7.51,mm/s,OK
2024-01-01T00:53:30,sensor_011,humidity,factory_floor_a,98.91,%,ERROR
2024-01-01T00:53:40,sensor_005,vibration,warehouse_north,6.1,mm/s,OK
2024-01-01T00:53:50,sensor_014,pressure,factory_floor_b,1004.36,hPa,WARNING
2024-01-01T00:54:00,sensor_017,humidity,factory_floor_b,77.15,%,OK
2024-01-01T00:54:10,sensor_003,pressure,factory_floor_b,1013.99,hPa,WARNING
2024-01-01T00:54:20,sensor_008,pressure,server_room_1,1040.22,hPa,ERROR
2024-01-01T00:54:30,sensor_008,pressure,server_room_1,1012.76,hPa,WARNING
2024-01-01T00:54:40,sensor_007,humidity,warehouse_north,38.13,%,OK
2024-01-01T00:54:50,sensor_005,vibration,warehouse_north,11.86,mm/s,OK
2024-01-01T00:55:00,sensor_008,pressure,server_room_1,1021.83,hPa,WARNING
2024-01-01T00:55:10,sensor_009,temperature,warehouse_north,81.91,�C,ERROR
2024-01-01T00:55:20,sensor_004,pressure,factory_floor_b,1016.04,hPa,WARNING
2024-01-01T00:55:30,sensor_015,co2,factory_floor_b,491.14,ppm,OK
2024-01-01T00:55:40,sensor_019,temperature,warehouse_south,67.53,�C,OK
